idx,task_id,template_id,reward,judge,nc,n,steps
0,0,279,1,1,8,8,7
1,1,279,1,1,6,8,7
2,2,279,0,0,0,8,7
3,3,279,1,0,8,8,7
4,4,279,1,1,8,8,7
5,5,279,0,0,0,8,24
6,6,279,0,0,0,8,7
7,11,288,1,1,8,8,5
8,12,288,1,1,8,8,5
9,13,288,1,1,8,8,5
10,14,288,1,1,8,8,5
11,15,288,1,1,8,8,5
12,41,285,1,1,8,8,1
13,42,285,1,1,8,8,1
14,43,285,1,1,8,8,1
15,62,276,0,0,1,7,8
16,63,276,1,1,8,8,6
17,64,276,0,0,0,8,7
18,65,276,1,1,8,8,3
19,77,277,1,1,8,8,3
20,78,277,1,1,8,8,5
21,79,277,1,1,8,8,5
22,94,274,1,1,8,8,3
23,95,274,1,1,8,8,3
24,107,270,0,0,0,8,9
25,108,270,0,0,0,8,9
26,109,270,0,0,0,8,9
27,110,270,0,0,0,8,9
28,111,270,0,0,0,8,11
29,112,245,0,0,0,8,7
30,113,245,0,0,0,8,10
31,114,245,1,1,6,7,9
32,115,245,0,0,0,8,10
33,116,245,1,1,2,8,6
34,119,250,0,0,0,8,10
35,120,250,0,0,2,8,8
36,121,250,1,1,6,8,7
37,122,250,1,1,7,8,8
38,123,250,1,1,7,8,8
39,127,1001,0,0,0,8,5
40,128,1002,1,1,8,8,1
41,129,1002,1,1,8,8,1
42,130,1002,1,1,8,8,1
43,131,1002,1,1,8,8,17
44,157,255,1,1,8,8,2
45,183,368,1,1,1,7,25
46,184,368,0,0,0,8,8
47,185,368,1,1,4,8,13
48,186,368,0,0,0,8,3
49,187,368,1,1,8,8,8
50,193,367,1,1,8,8,3
51,194,367,1,1,8,8,3
52,195,367,1,1,8,8,6
53,196,367,1,1,8,8,4
54,197,367,1,1,8,8,3
55,198,366,1,1,8,8,3
56,199,366,1,1,8,8,3
57,200,366,1,1,8,8,7
58,201,366,0,0,1,7,10
59,202,366,1,1,8,8,7
60,203,366,0,0,0,8,6
61,204,366,0,0,0,8,7
62,208,364,1,1,8,8,3
63,209,364,1,1,8,8,3
64,210,364,1,1,8,8,3
65,211,364,1,1,8,8,3
66,212,364,1,1,8,8,3
67,213,249,1,1,8,8,9
68,214,249,0,0,0,7,9
69,215,249,1,1,4,8,7
70,216,249,1,1,8,8,12
71,217,249,1,1,8,8,10
72,243,244,1,1,8,8,10
73,244,244,1,1,8,8,20
74,245,244,1,1,8,8,10
75,246,244,1,1,8,8,10
76,247,244,1,1,8,8,6
77,288,234,1,1,8,8,6
78,289,234,0,0,0,8,4
79,290,234,1,1,8,8,4
80,291,234,1,1,8,8,4
81,292,234,1,1,8,8,3
82,344,248,1,1,8,8,3
83,345,248,1,1,6,8,15
84,346,248,1,1,8,8,6
85,347,248,1,1,8,8,3
86,348,248,1,1,8,8,6
87,374,266,1,1,8,8,3
88,375,266,0,0,0,8,5
89,423,237,0,0,2,8,16
90,453,242,1,1,8,8,8
91,454,242,1,1,8,8,10
92,455,242,1,1,8,8,10
93,456,242,1,1,8,8,10
94,457,242,1,1,8,8,6
95,458,247,1,1,8,8,3
96,459,247,1,1,8,8,3
97,460,247,1,1,8,8,2
98,461,247,1,1,8,8,3
99,462,247,1,1,8,8,3
100,463,247,1,1,8,8,2
101,464,251,0,0,0,8,30
102,470,257,0,0,6,6,2
103,471,257,1,1,8,8,3
104,472,257,1,1,8,8,3
105,473,257,1,1,8,8,6
106,474,257,1,1,8,8,5
107,486,275,1,1,8,8,6
108,487,275,1,1,8,8,6
109,488,275,1,1,8,8,6
110,489,275,1,1,8,8,6
111,490,275,1,1,8,8,6
112,491,280,1,1,6,8,7
113,492,280,1,1,2,8,9
114,493,280,0,0,0,8,30
115,494,280,1,1,8,8,7
116,495,280,0,0,7,7,5
117,496,284,0,0,0,8,4
118,497,284,0,0,0,8,13
119,498,284,1,1,8,8,8
120,499,284,1,1,6,6,9
121,500,284,0,0,0,8,5
122,501,287,0,0,0,8,16
123,502,287,0,0,7,8,11
124,503,287,1,1,8,8,18
125,504,287,1,1,6,8,14
126,505,287,1,1,8,8,19
127,538,240,1,1,8,8,8
128,539,240,1,1,8,8,7
129,540,240,1,1,8,8,10
130,541,240,1,1,8,8,8
131,542,240,1,1,8,8,9
132,543,251,0,0,0,8,30
133,544,251,0,0,0,7,30
134,545,251,0,0,0,8,30
135,546,251,0,0,0,8,30
136,547,252,0,0,4,8,30
137,548,252,1,1,4,5,16
138,549,252,0,0,0,8,30
139,550,252,0,0,0,6,30
140,551,252,1,1,8,8,11
141,676,253,1,1,8,8,5
142,677,253,1,1,8,8,5
143,678,253,1,1,8,8,5
144,679,253,0,0,0,8,6
145,680,253,1,1,8,8,5
146,694,256,0,0,0,8,19
147,695,256,0,0,0,8,13
148,696,256,0,0,0,8,16
149,697,256,0,0,0,8,29
150,698,256,0,0,0,8,10
151,699,258,0,0,0,8,13
152,700,258,0,0,0,8,14
153,701,258,0,0,0,8,17
154,702,258,0,0,0,8,13
155,703,258,0,0,0,8,15
156,704,268,1,1,8,8,6
157,705,268,0,0,0,8,6
158,706,268,1,1,4,8,5
159,707,268,0,0,1,8,6
160,708,268,0,0,0,8,6
161,709,271,0,0,1,8,6
162,710,271,1,1,8,8,5
163,711,271,1,1,8,8,5
164,712,271,1,1,8,8,5
165,713,271,1,1,8,8,5
166,768,241,1,1,8,8,6
167,769,241,0,0,2,7,19
168,770,241,1,1,8,8,18
169,771,243,0,0,0,8,9
170,772,246,1,0,8,8,1
171,773,246,1,1,8,8,6
172,774,246,1,0,8,8,1
173,775,246,1,1,8,8,8
174,776,246,1,1,8,8,8
175,777,742,1,1,8,8,18
176,778,742,1,1,8,8,12
177,779,742,1,1,3,8,18
178,780,742,0,0,0,7,11
179,781,742,1,1,8,8,7
180,782,742,0,0,0,8,19
181,790,246,0,0,1,8,22
